2015-07-12 16:19:58 :  36> [G]:  52447 [E]:  17075 [D]:  301 [T]: 4 [TH]: 9, In
2015-07-12 16:20:03 :  37> [G]:  21953 [E]:  37143 [D]:  564 [T]: 2 [TH]: 9, In
2015-07-12 16:20:08 :  38> [G]:  66880 [E]: 308750 [D]:  840 [T]: 5 [TH]: 9, In
2015-07-12 16:20:13 :  39> [G]: 290553 [E]: 196996 [D]:  583 [T]:21 [TH]:10, In
2015-07-12 16:20:20 :  40> [G]:  82026 [E]:  30793 [D]:  543 [T]: 1 [TH]: 9, In
2015-07-12 16:20:28 :  41> [G]:  25904 [E]:  38774 [D]:  311 [T]: 2 [TH]: 9, In
2015-07-12 16:20:37 :  42> [G]:  95251 [E]:  77611 [D]: 1241 [T]:18 [TH]:10, In
2015-07-12 16:20:44 :  43> [G]: 206942 [E]:  36227 [D]: 1164 [T]: 2 [TH]: 9, In
2015-07-12 16:20:50 :  44> [G]:  91164 [E]:  73937 [D]:  481 [T]: 1 [TH]: 9, In
2015-07-12 16:20:57 :  45> [G]: 135817 [E]: 138212 [D]:  722 [T]: 3 [TH]: 9, In
2015-07-12 16:21:01 :  46> [G]:  37974 [E]: 111024 [D]:  652 [T]: 1 [TH]: 9, In
2015-07-12 16:21:11 :  47> [G]: 140833 [E]:  68840 [D]: 3457 [T]:20 [TH]:10, In
2015-07-12 16:21:21 :  48> [G]: 346293 [E]: 352830 [D]: 3499 [T]:21 [TH]: -, -
2015-07-12 16:21:27 :  49> [G]:  36228 [E]:  57731 [D]:  770 [T]: 1 [TH]: 9, In
2015-07-12 16:21:34 :  50> [G]:  29467 [E]:  76161 [D]: 1875 [T]: 1 [TH]: 9, In
2015-07-12 16:21:45 :  51> [G]: 220105 [E]: 191947 [D]: 3737 [T]:13 [TH]:10, In
2015-07-12 16:21:51 :  52> [G]:  45469 [E]:  26374 [D]:  931 [T]: 1 [TH]: 9, In
2015-07-12 16:21:56 :  53> [G]:  53226 [E]:  77618 [D]:  962 [T]: 2 [TH]: 9, In
2015-07-12 16:22:01 :  54> [G]: 104705 [E]: 173864 [D]: 2490 [T]: 4 [TH]: 9, In
2015-07-12 16:22:06 :  55> [G]:   7305 [E]:  11732 [D]: 1115 [T]: 1 [TH]: 9, In
2015-07-12 16:22:16 :  56> [G]:  49447 [E]:  60965 [D]:  590 [T]: 3 [TH]: 9, In
2015-07-12 16:22:20 :  57> [G]: 120991 [E]: 189993 [D]:  367 [T]: 1 [TH]: 9, In
2015-07-12 16:22:27 :  58> [G]:   4997 [E]: 100219 [D]:  398 [T]: 2 [TH]: 9, In
2015-07-12 16:22:34 :  59> [G]:  13994 [E]: 114346 [D]:  766 [T]: 1 [TH]: 9, In
2015-07-12 16:22:42 :  60> [G]:  57516 [E]:  35696 [D]:  241 [T]: 4 [TH]: 9, In
2015-07-12 16:22:49 :  61> [G]:  66256 [E]: 111220 [D]: 1014 [T]: 5 [TH]: 9, In
2015-07-12 16:22:55 :  62> [G]:  77171 [E]:  59022 [D]: 2482 [T]: 1 [TH]: 9, In
2015-07-12 16:23:03 :  63> [G]:   4013 [E]:  60246 [D]:   56 [T]: 1 [TH]: 9, In
2015-07-12 16:23:08 :  64> [G]:  97298 [E]: 110642 [D]: 1529 [T]: 1 [TH]: 9, In
2015-07-12 16:23:14 :  65> [G]:  32216 [E]: 115620 [D]:  978 [T]: 1 [TH]: 9, In
2015-07-12 16:23:21 :  66> [G]: 122440 [E]:  23150 [D]:  585 [T]: 4 [TH]: 9, In
2015-07-12 16:23:26 :  67> [G]:  43912 [E]:  34945 [D]:  511 [T]: 1 [TH]: 9, In
2015-07-12 16:23:34 :  68> [G]:  88931 [E]:  67258 [D]:  353 [T]: 1 [TH]: 9, In
2015-07-12 16:23:39 :  69> [G]: 125496 [E]: 100763 [D]: 1248 [T]: 2 [TH]: 8, In
2015-07-12 16:23:46 :  70> [G]:  21015 [E]:  99013 [D]:  148 [T]: 1 [TH]: 9, In
2015-07-12 16:23:53 :  71> [G]:  30131 [E]:  19665 [D]:  292 [T]: 1 [TH]: 9, In
2015-07-12 16:23:58 :  72> [G]:  14736 [E]:  82461 [D]:  494 [T]: 2 [TH]: 9, In
2015-07-12 16:24:03 :  73> [G]:  84853 [E]:  59739 [D]: 1000 [T]: 1 [TH]: 9, In
2015-07-12 16:24:09 :  74> [G]:  18909 [E]: 120368 [D]: 1469 [T]: 1 [TH]: 9, In
2015-07-12 16:24:17 :  75> [G]:  42948 [E]:  33725 [D]: 1124 [T]: 3 [TH]: 9, In
2015-07-12 16:24:25 :  76> [G]:  47764 [E]:  79482 [D]: 1196 [T]: 3 [TH]: 9, In
2015-07-12 16:24:30 :  77> [G]: 135806 [E]: 163403 [D]:  755 [T]:11 [TH]: 9, In
2015-07-12 16:24:34 :  78> [G]:   4940 [E]:  12646 [D]:  657 [T]: 2 [TH]: 9, In
2015-07-12 16:24:43 :  79> [G]:  57393 [E]:  92896 [D]:  423 [T]: 3 [TH]: 9, In
2015-07-12 16:24:49 :  80> [G]:  21402 [E]: 165845 [D]:  761 [T]: 1 [TH]: 9, In
2015-07-12 16:24:55 :  81> [G]:  23198 [E]:  50996 [D]:  330 [T]: 5 [TH]: 9, In
2015-07-12 16:25:01 :  82> [G]:  40401 [E]: 172700 [D]: 1422 [T]: 1 [TH]: 9, In
2015-07-12 16:25:10 :  83> [G]: 230992 [E]: 175264 [D]: 1680 [T]: 1 [TH]: -, -
